,Year,Season,region,Name,Event,Sport
192,1924,Summer,Republic of Serbia,42,27,"['Swimming' 'Football' 'Art Competitions' 'Gymnastics' 'Cycling' 'Tennis'
 'Athletics' 'Wrestling' 'Equestrianism']"
193,1924,Summer,South Africa,30,25,"['Athletics' 'Boxing' 'Shooting' 'Tennis' 'Sailing' 'Art Competitions'
 'Cycling']"
194,1924,Summer,Spain,95,44,"['Tennis' 'Equestrianism' 'Sailing' 'Athletics' 'Rowing' 'Water Polo'
 'Boxing' 'Swimming' 'Football' 'Art Competitions' 'Polo' 'Fencing'
 'Shooting' 'Diving' 'Wrestling']"
195,1924,Summer,Sweden,159,84,"['Diving' 'Football' 'Water Polo' 'Shooting' 'Boxing' 'Equestrianism'
 'Modern Pentathlon' 'Swimming' 'Athletics' 'Cycling' 'Wrestling'
 'Weightlifting' 'Fencing' 'Tennis' 'Sailing']"
196,1924,Summer,Switzerland,141,74,"['Football' 'Tennis' 'Weightlifting' 'Fencing' 'Rowing' 'Cycling'
 'Wrestling' 'Water Polo' 'Diving' 'Athletics' 'Equestrianism'
 'Art Competitions' 'Boxing' 'Gymnastics' 'Shooting' 'Swimming' 'Sailing']"
197,1924,Summer,Turkey,22,11,['Wrestling' 'Fencing' 'Football' 'Athletics' 'Weightlifting']
198,1924,Summer,England,267,115,"['Athletics' 'Cycling' 'Water Polo' 'Swimming' 'Diving' 'Shooting'
 'Weightlifting' 'Wrestling' 'Art Competitions' 'Boxing' 'Rowing' 'Polo'
 'Modern Pentathlon' 'Fencing' 'Equestrianism' 'Gymnastics' 'Tennis'
 'Sailing']"
199,1924,Summer,USA,299,108,"['Fencing' 'Athletics' 'Water Polo' 'Shooting' 'Modern Pentathlon'
 'Equestrianism' 'Swimming' 'Diving' 'Art Competitions' 'Polo' 'Cycling'
 'Boxing' 'Football' 'Rowing' 'Rugby' 'Wrestling' 'Tennis' 'Gymnastics']"
200,1924,Summer,Uruguay,26,11,['Football' 'Fencing' 'Boxing' 'Art Competitions']
201,1924,Winter,Australia,1,1,['Alpinism']
202,1924,Winter,Austria,4,3,['Figure Skating']
203,1924,Winter,Belgium,18,8,['Speed Skating' 'Ice Hockey' 'Figure Skating' 'Bobsleigh']
204,1924,Winter,Canada,12,8,['Ice Hockey' 'Speed Skating' 'Figure Skating']
205,1924,Winter,Czech Republic,27,7,"['Nordic Combined' 'Military Ski Patrol' 'Ski Jumping' 'Ice Hockey'
 'Cross Country Skiing' 'Figure Skating']"
206,1924,Winter,Finland,17,11,"['Military Ski Patrol' 'Cross Country Skiing' 'Nordic Combined'
 'Ski Jumping' 'Figure Skating' 'Speed Skating']"
207,1924,Winter,France,43,16,"['Ski Jumping' 'Bobsleigh' 'Curling' 'Nordic Combined'
 'Military Ski Patrol' 'Cross Country Skiing' 'Figure Skating'
 'Ice Hockey' 'Speed Skating']"
208,1924,Winter,Hungary,4,3,['Cross Country Skiing' 'Nordic Combined']
209,1924,Winter,India,7,1,['Alpinism']
210,1924,Winter,Italy,23,5,['Cross Country Skiing' 'Military Ski Patrol' 'Bobsleigh' 'Ski Jumping']
211,1924,Winter,Latvia,2,7,['Cross Country Skiing' 'Speed Skating']
212,1924,Winter,Nepal,1,1,['Alpinism']
213,1924,Winter,Norway,14,10,"['Ski Jumping' 'Cross Country Skiing' 'Nordic Combined' 'Figure Skating'
 'Speed Skating']"
214,1924,Winter,Poland,7,10,"['Cross Country Skiing' 'Nordic Combined' 'Military Ski Patrol'
 'Speed Skating' 'Ski Jumping']"
215,1924,Winter,Republic of Serbia,4,2,['Cross Country Skiing']
216,1924,Winter,Sweden,31,11,"['Curling' 'Ice Hockey' 'Cross Country Skiing' 'Speed Skating'
 'Figure Skating' 'Ski Jumping' 'Nordic Combined']"
217,1924,Winter,Switzerland,30,8,"['Ski Jumping' 'Cross Country Skiing' 'Nordic Combined' 'Ice Hockey'
 'Military Ski Patrol' 'Bobsleigh' 'Figure Skating']"
218,1924,Winter,England,44,10,"['Ice Hockey' 'Bobsleigh' 'Alpinism' 'Figure Skating' 'Speed Skating'
 'Curling']"
219,1924,Winter,USA,24,11,"['Ice Hockey' 'Ski Jumping' 'Speed Skating' 'Cross Country Skiing'
 'Nordic Combined' 'Figure Skating']"
220,1928,Summer,Argentina,81,40,"['Athletics' 'Swimming' 'Fencing' 'Equestrianism' 'Boxing' 'Wrestling'
 'Football' 'Water Polo' 'Rowing' 'Cycling' 'Sailing' 'Weightlifting']"
221,1928,Summer,Australia,18,26,['Swimming' 'Wrestling' 'Athletics' 'Cycling' 'Diving' 'Rowing']
222,1928,Summer,Austria,73,39,"['Weightlifting' 'Art Competitions' 'Fencing' 'Hockey' 'Swimming' 'Diving'
 'Cycling' 'Rowing' 'Boxing' 'Athletics' 'Equestrianism' 'Sailing'
 'Wrestling']"
223,1928,Summer,Belgium,187,90,"['Fencing' 'Hockey' 'Weightlifting' 'Cycling' 'Boxing' 'Rowing'
 'Wrestling' 'Water Polo' 'Athletics' 'Swimming' 'Football'
 'Art Competitions' 'Modern Pentathlon' 'Equestrianism' 'Sailing']"
224,1928,Summer,Bulgaria,5,5,['Fencing' 'Equestrianism']
225,1928,Summer,Canada,69,49,"['Athletics' 'Swimming' 'Boxing' 'Cycling' 'Rowing' 'Wrestling'
 'Art Competitions' 'Diving']"
226,1928,Summer,Chile,38,22,['Football' 'Athletics' 'Swimming' 'Fencing' 'Boxing' 'Cycling']
227,1928,Summer,Cuba,1,1,['Athletics']
228,1928,Summer,Czech Republic,69,51,"['Swimming' 'Diving' 'Athletics' 'Fencing' 'Cycling' 'Water Polo'
 'Equestrianism' 'Gymnastics' 'Modern Pentathlon' 'Wrestling' 'Boxing'
 'Weightlifting' 'Rowing' 'Sailing']"
229,1928,Summer,Denmark,91,55,"['Fencing' 'Wrestling' 'Sailing' 'Athletics' 'Hockey' 'Swimming' 'Boxing'
 'Equestrianism' 'Rowing' 'Cycling' 'Art Competitions' 'Modern Pentathlon'
 'Diving' 'Weightlifting']"
230,1928,Summer,Egypt,32,14,['Football' 'Fencing' 'Wrestling' 'Diving' 'Weightlifting']
231,1928,Summer,Estonia,20,19,['Sailing' 'Athletics' 'Wrestling' 'Weightlifting' 'Boxing']
232,1928,Summer,Finland,69,48,"['Wrestling' 'Athletics' 'Fencing' 'Modern Pentathlon' 'Sailing' 'Cycling'
 'Boxing' 'Gymnastics' 'Diving' 'Swimming' 'Equestrianism']"
233,1928,Summer,France,255,112,"['Athletics' 'Sailing' 'Fencing' 'Boxing' 'Wrestling' 'Hockey'
 'Weightlifting' 'Cycling' 'Art Competitions' 'Gymnastics' 'Rowing'
 'Equestrianism' 'Diving' 'Football' 'Water Polo' 'Modern Pentathlon'
 'Swimming']"
234,1928,Summer,Germany,294,95,"['Art Competitions' 'Football' 'Rowing' 'Water Polo' 'Boxing' 'Athletics'
 'Swimming' 'Cycling' 'Sailing' 'Weightlifting' 'Hockey' 'Diving'
 'Fencing' 'Equestrianism' 'Wrestling' 'Modern Pentathlon']"
235,1928,Summer,Greece,23,26,['Fencing' 'Athletics' 'Boxing' 'Wrestling']
236,1928,Summer,Haiti,2,3,['Athletics']
237,1928,Summer,Hungary,109,63,"['Wrestling' 'Athletics' 'Swimming' 'Water Polo' 'Rowing' 'Equestrianism'
 'Fencing' 'Sailing' 'Gymnastics' 'Modern Pentathlon' 'Boxing'
 'Art Competitions']"
238,1928,Summer,India,21,10,['Athletics' 'Hockey']
239,1928,Summer,Ireland,38,27,['Athletics' 'Art Competitions' 'Swimming' 'Boxing' 'Water Polo' 'Cycling']
240,1928,Summer,Italy,174,81,"['Fencing' 'Art Competitions' 'Gymnastics' 'Football' 'Athletics'
 'Cycling' 'Rowing' 'Equestrianism' 'Wrestling' 'Sailing' 'Boxing'
 'Diving' 'Weightlifting' 'Swimming' 'Modern Pentathlon']"
241,1928,Summer,Japan,40,31,"['Athletics' 'Swimming' 'Rowing' 'Equestrianism' 'Boxing' 'Wrestling'
 'Diving']"
242,1928,Summer,Latvia,17,14,"['Art Competitions' 'Athletics' 'Sailing' 'Weightlifting' 'Cycling'
 'Wrestling']"
243,1928,Summer,Lithuania,12,10,['Athletics' 'Cycling' 'Boxing' 'Weightlifting']
244,1928,Summer,Luxembourg,48,31,"['Cycling' 'Water Polo' 'Swimming' 'Weightlifting' 'Wrestling'
 'Gymnastics' 'Athletics' 'Football' 'Art Competitions' 'Boxing']"
245,1928,Summer,Malta,9,1,['Water Polo']
246,1928,Summer,Mexico,30,18,['Athletics' 'Football' 'Boxing' 'Fencing' 'Diving' 'Art Competitions']
247,1928,Summer,Monaco,10,8,['Sailing' 'Rowing' 'Art Competitions' 'Athletics']
248,1928,Summer,Netherlands,266,103,"['Fencing' 'Athletics' 'Gymnastics' 'Art Competitions' 'Hockey' 'Boxing'
 'Wrestling' 'Swimming' 'Diving' 'Rowing' 'Cycling' 'Football'
 'Equestrianism' 'Weightlifting' 'Sailing' 'Water Polo'
 'Modern Pentathlon']"
249,1928,Summer,New Zealand,9,12,['Boxing' 'Athletics' 'Swimming']
250,1928,Summer,Norway,52,42,"['Athletics' 'Fencing' 'Sailing' 'Boxing' 'Wrestling' 'Equestrianism'
 'Cycling' 'Swimming' 'Art Competitions']"
251,1928,Summer,Panama,1,2,['Swimming']
252,1928,Summer,Philippines,4,6,['Athletics' 'Swimming']
253,1928,Summer,Poland,93,44,"['Equestrianism' 'Athletics' 'Rowing' 'Wrestling' 'Art Competitions'
 'Fencing' 'Boxing' 'Swimming' 'Cycling' 'Modern Pentathlon' 'Sailing']"
254,1928,Summer,Portugal,32,14,"['Football' 'Wrestling' 'Sailing' 'Fencing' 'Modern Pentathlon'
 'Athletics' 'Equestrianism' 'Weightlifting']"
255,1928,Summer,Romania,21,16,['Athletics' 'Fencing']
256,1928,Summer,Republic of Serbia,34,21,['Gymnastics' 'Football' 'Cycling' 'Fencing' 'Wrestling' 'Athletics']
257,1928,Summer,South Africa,24,25,['Athletics' 'Swimming' 'Rowing' 'Boxing' 'Sailing' 'Wrestling' 'Cycling']
258,1928,Summer,Spain,80,34,"['Fencing' 'Equestrianism' 'Football' 'Sailing' 'Hockey' 'Swimming'
 'Boxing' 'Water Polo' 'Athletics' 'Cycling']"
259,1928,Summer,Sweden,100,66,"['Athletics' 'Diving' 'Equestrianism' 'Modern Pentathlon' 'Boxing'
 'Swimming' 'Weightlifting' 'Cycling' 'Fencing' 'Sailing' 'Wrestling']"
260,1928,Summer,Switzerland,133,70,"['Football' 'Weightlifting' 'Fencing' 'Cycling' 'Hockey' 'Wrestling'
 'Diving' 'Art Competitions' 'Rowing' 'Water Polo' 'Athletics'
 'Equestrianism' 'Sailing' 'Gymnastics' 'Swimming']"
261,1928,Summer,Turkey,31,17,['Wrestling' 'Athletics' 'Football' 'Fencing' 'Cycling' 'Weightlifting']
262,1928,Summer,England,232,84,"['Water Polo' 'Art Competitions' 'Wrestling' 'Athletics' 'Weightlifting'
 'Rowing' 'Swimming' 'Fencing' 'Gymnastics' 'Diving' 'Cycling' 'Boxing'
 'Modern Pentathlon' 'Sailing']"
263,1928,Summer,USA,280,96,"['Athletics' 'Fencing' 'Football' 'Art Competitions' 'Wrestling' 'Rowing'
 'Diving' 'Gymnastics' 'Swimming' 'Equestrianism' 'Sailing' 'Boxing'
 'Water Polo' 'Modern Pentathlon' 'Cycling']"
264,1928,Summer,Uruguay,17,1,['Football']
265,1928,Summer,Zimbabwe,2,2,['Boxing']
266,1928,Winter,Argentina,10,1,['Bobsleigh']
267,1928,Winter,Austria,39,13,"['Figure Skating' 'Ski Jumping' 'Ice Hockey' 'Skeleton' 'Bobsleigh'
 'Speed Skating' 'Cross Country Skiing' 'Nordic Combined']"
268,1928,Winter,Belgium,25,4,['Ice Hockey' 'Bobsleigh' 'Figure Skating']
269,1928,Winter,Canada,23,10,"['Ice Hockey' 'Ski Jumping' 'Figure Skating' 'Speed Skating'
 'Cross Country Skiing' 'Nordic Combined']"
270,1928,Winter,Czech Republic,25,7,"['Ski Jumping' 'Nordic Combined' 'Cross Country Skiing' 'Ice Hockey'
 'Figure Skating']"
271,1928,Winter,Estonia,2,3,['Speed Skating']
272,1928,Winter,Finland,18,10,"['Speed Skating' 'Figure Skating' 'Ski Jumping' 'Nordic Combined'
 'Cross Country Skiing']"
273,1928,Winter,France,38,13,"['Ski Jumping' 'Nordic Combined' 'Bobsleigh' 'Figure Skating' 'Ice Hockey'
 'Skeleton' 'Cross Country Skiing' 'Speed Skating']"
274,1928,Winter,Germany,44,12,"['Cross Country Skiing' 'Figure Skating' 'Nordic Combined' 'Bobsleigh'
 'Ice Hockey' 'Speed Skating' 'Ski Jumping']"
275,1928,Winter,Hungary,13,6,['Ice Hockey' 'Speed Skating' 'Cross Country Skiing' 'Nordic Combined']
276,1928,Winter,Italy,13,6,"['Ski Jumping' 'Bobsleigh' 'Skeleton' 'Cross Country Skiing'
 'Nordic Combined']"
277,1928,Winter,Japan,6,4,['Cross Country Skiing' 'Ski Jumping' 'Nordic Combined']
278,1928,Winter,Latvia,1,3,['Speed Skating']
279,1928,Winter,Lithuania,1,4,['Speed Skating']
280,1928,Winter,Luxembourg,5,1,['Bobsleigh']
281,1928,Winter,Mexico,5,1,['Bobsleigh']
282,1928,Winter,Netherlands,7,4,['Bobsleigh' 'Speed Skating']
283,1928,Winter,Norway,25,9,"['Ski Jumping' 'Speed Skating' 'Cross Country Skiing' 'Nordic Combined'
 'Figure Skating']"
284,1928,Winter,Poland,24,6,"['Ice Hockey' 'Bobsleigh' 'Cross Country Skiing' 'Ski Jumping'
 'Nordic Combined']"
285,1928,Winter,Romania,10,1,['Bobsleigh']
286,1928,Winter,Republic of Serbia,6,2,['Cross Country Skiing']
287,1928,Winter,Sweden,24,10,"['Ice Hockey' 'Speed Skating' 'Cross Country Skiing' 'Ski Jumping'
 'Nordic Combined' 'Figure Skating']"
288,1928,Winter,Switzerland,41,9,"['Ice Hockey' 'Bobsleigh' 'Figure Skating' 'Skeleton'
 'Cross Country Skiing' 'Nordic Combined' 'Ski Jumping']"
289,1928,Winter,England,32,9,['Bobsleigh' 'Figure Skating' 'Ice Hockey' 'Speed Skating' 'Skeleton']
290,1928,Winter,USA,24,12,"['Figure Skating' 'Speed Skating' 'Bobsleigh' 'Ski Jumping'
 'Cross Country Skiing' 'Nordic Combined' 'Skeleton']"
291,1932,Summer,Argentina,33,30,"['Boxing' 'Athletics' 'Swimming' 'Shooting' 'Art Competitions' 'Fencing'
 'Weightlifting']"
292,1932,Summer,Australia,13,17,['Athletics' 'Swimming' 'Cycling' 'Rowing' 'Art Competitions' 'Wrestling']
293,1932,Summer,Austria,19,14,"['Art Competitions' 'Diving' 'Weightlifting' 'Wrestling' 'Athletics'
 'Fencing' 'Sailing']"
294,1932,Summer,Belgium,36,10,['Art Competitions' 'Fencing']
295,1932,Summer,Brazil,59,28,['Water Polo' 'Shooting' 'Athletics' 'Rowing' 'Swimming']
296,1932,Summer,Bulgaria,2,1,['Art Competitions']
297,1932,Summer,Canada,102,69,"['Fencing' 'Athletics' 'Rowing' 'Sailing' 'Swimming' 'Boxing' 'Cycling'
 'Wrestling' 'Art Competitions' 'Diving']"
298,1932,Summer,China,1,2,['Athletics']
299,1932,Summer,Colombia,2,2,['Art Competitions' 'Athletics']
300,1932,Summer,Cuba,3,1,['Art Competitions']
301,1932,Summer,Czech Republic,25,15,['Art Competitions' 'Athletics' 'Wrestling' 'Weightlifting']
302,1932,Summer,Denmark,43,34,"['Athletics' 'Cycling' 'Swimming' 'Fencing' 'Art Competitions' 'Wrestling'
 'Boxing' 'Diving' 'Weightlifting']"
303,1932,Summer,El Salvador,1,1,['Art Competitions']
304,1932,Summer,Estonia,2,3,['Wrestling' 'Athletics']
305,1932,Summer,Finland,40,36,['Boxing' 'Athletics' 'Wrestling' 'Gymnastics' 'Swimming']
306,1932,Summer,France,103,57,"['Athletics' 'Art Competitions' 'Fencing' 'Rowing' 'Swimming' 'Cycling'
 'Wrestling' 'Weightlifting' 'Modern Pentathlon' 'Boxing' 'Sailing'
 'Equestrianism' 'Diving']"
307,1932,Summer,Germany,145,67,"['Rowing' 'Art Competitions' 'Sailing' 'Water Polo' 'Boxing' 'Athletics'
 'Wrestling' 'Fencing' 'Cycling' 'Diving' 'Shooting' 'Weightlifting'
 'Swimming' 'Modern Pentathlon' 'Alpinism']"
308,1932,Summer,Greece,10,12,['Athletics' 'Wrestling' 'Boxing']
309,1932,Summer,Guatemala,1,1,['Art Competitions']
310,1932,Summer,Haiti,3,3,['Athletics' 'Art Competitions']
311,1932,Summer,Hungary,58,39,"['Athletics' 'Swimming' 'Shooting' 'Water Polo' 'Modern Pentathlon'
 'Fencing' 'Gymnastics' 'Art Competitions' 'Boxing' 'Wrestling' 'Cycling']"
312,1932,Summer,India,19,8,['Hockey' 'Athletics' 'Swimming']
313,1932,Summer,Ireland,16,10,['Art Competitions' 'Athletics' 'Boxing']
314,1932,Summer,Italy,112,61,"['Fencing' 'Boxing' 'Rowing' 'Athletics' 'Art Competitions'
 'Weightlifting' 'Shooting' 'Gymnastics' 'Cycling' 'Swimming' 'Wrestling'
 'Modern Pentathlon' 'Sailing']"
315,1932,Summer,Japan,157,66,"['Athletics' 'Art Competitions' 'Swimming' 'Rowing' 'Water Polo'
 'Gymnastics' 'Hockey' 'Wrestling' 'Boxing' 'Equestrianism' 'Diving']"
316,1932,Summer,Latvia,5,4,['Art Competitions' 'Athletics']
317,1932,Summer,Luxembourg,3,3,['Art Competitions']
318,1932,Summer,Mexico,73,52,"['Athletics' 'Gymnastics' 'Modern Pentathlon' 'Boxing' 'Wrestling'
 'Equestrianism' 'Fencing' 'Diving' 'Cycling' 'Shooting' 'Swimming'
 'Art Competitions']"
319,1932,Summer,Monaco,1,1,['Art Competitions']
320,1932,Summer,Netherlands,46,29,"['Athletics' 'Art Competitions' 'Fencing' 'Swimming' 'Cycling' 'Sailing'
 'Equestrianism' 'Rowing' 'Modern Pentathlon']"
321,1932,Summer,New Zealand,21,15,['Athletics' 'Rowing' 'Cycling' 'Boxing']
322,1932,Summer,Norway,7,8,['Wrestling' 'Art Competitions' 'Athletics' 'Swimming']
323,1932,Summer,Peru,2,1,['Art Competitions']
324,1932,Summer,Philippines,8,7,['Swimming' 'Boxing' 'Athletics']
325,1932,Summer,Poland,51,21,['Art Competitions' 'Rowing' 'Fencing' 'Athletics']
326,1932,Summer,Portugal,6,4,['Modern Pentathlon' 'Shooting' 'Athletics']
327,1932,Summer,Romania,1,1,['Art Competitions']
328,1932,Summer,Republic of Serbia,1,1,['Athletics']
329,1932,Summer,South Africa,12,18,['Boxing' 'Athletics' 'Sailing' 'Swimming']
330,1932,Summer,Spain,7,4,['Sailing' 'Shooting' 'Art Competitions']
331,1932,Summer,Sweden,81,51,"['Boxing' 'Sailing' 'Shooting' 'Athletics' 'Art Competitions' 'Cycling'
 'Equestrianism' 'Wrestling' 'Swimming' 'Modern Pentathlon' 'Fencing'
 'Diving']"
332,1932,Summer,Switzerland,7,9,['Fencing' 'Athletics' 'Art Competitions' 'Gymnastics']
333,1932,Summer,Turkey,1,1,['Art Competitions']
334,1932,Summer,England,107,50,"['Art Competitions' 'Rowing' 'Athletics' 'Modern Pentathlon' 'Fencing'
 'Cycling' 'Swimming' 'Sailing' 'Boxing' 'Wrestling']"
335,1932,Summer,USA,474,122,"['Athletics' 'Art Competitions' 'Cycling' 'Fencing' 'Equestrianism'
 'Sailing' 'Weightlifting' 'Boxing' 'Gymnastics' 'Rowing' 'Hockey'
 'Swimming' 'Modern Pentathlon' 'Shooting' 'Water Polo' 'Wrestling'
 'Diving']"
336,1932,Summer,Uruguay,2,2,['Rowing' 'Art Competitions']
337,1932,Summer,Venezuela,1,1,['Art Competitions']
338,1932,Winter,Austria,7,6,"['Ski Jumping' 'Cross Country Skiing' 'Nordic Combined' 'Figure Skating'
 'Bobsleigh']"
339,1932,Winter,Belgium,5,2,['Figure Skating' 'Bobsleigh']
340,1932,Winter,Canada,42,12,"['Nordic Combined' 'Figure Skating' 'Cross Country Skiing' 'Ice Hockey'
 'Speed Skating' 'Ski Jumping']"
341,1932,Winter,Czech Republic,6,5,['Ski Jumping' 'Cross Country Skiing' 'Nordic Combined' 'Figure Skating']
342,1932,Winter,Finland,7,6,['Speed Skating' 'Cross Country Skiing' 'Figure Skating']
343,1932,Winter,France,8,3,['Bobsleigh' 'Cross Country Skiing' 'Figure Skating']
344,1932,Winter,Germany,20,4,['Figure Skating' 'Ice Hockey' 'Bobsleigh']
345,1932,Winter,Hungary,4,1,['Figure Skating']
346,1932,Winter,Italy,12,6,['Bobsleigh' 'Ski Jumping' 'Nordic Combined' 'Cross Country Skiing']
347,1932,Winter,Japan,16,9,"['Ski Jumping' 'Cross Country Skiing' 'Speed Skating' 'Nordic Combined'
 'Figure Skating']"
348,1932,Winter,Norway,19,9,"['Speed Skating' 'Ski Jumping' 'Cross Country Skiing' 'Nordic Combined'
 'Figure Skating']"
349,1932,Winter,Poland,15,5,['Ski Jumping' 'Cross Country Skiing' 'Nordic Combined' 'Ice Hockey']
350,1932,Winter,Romania,4,2,['Bobsleigh']
351,1932,Winter,Sweden,12,9,"['Ski Jumping' 'Nordic Combined' 'Figure Skating' 'Cross Country Skiing'
 'Speed Skating']"
352,1932,Winter,Switzerland,7,4,['Bobsleigh' 'Ski Jumping' 'Nordic Combined']
353,1932,Winter,England,4,1,['Figure Skating']
354,1932,Winter,USA,64,14,"['Cross Country Skiing' 'Ice Hockey' 'Figure Skating' 'Speed Skating'
 'Nordic Combined' 'Bobsleigh' 'Ski Jumping']"
355,1936,Summer,Afghanistan,15,4,['Hockey' 'Athletics']
356,1936,Summer,Argentina,51,31,"['Sailing' 'Shooting' 'Athletics' 'Polo' 'Fencing' 'Swimming' 'Boxing'
 'Rowing']"
357,1936,Summer,Australia,32,26,['Athletics' 'Boxing' 'Rowing' 'Swimming' 'Wrestling' 'Cycling' 'Diving']
358,1936,Summer,Austria,234,105,"['Cycling' 'Art Competitions' 'Sailing' 'Handball' 'Athletics' 'Fencing'
 'Rowing' 'Water Polo' 'Wrestling' 'Equestrianism' 'Canoeing'
 'Weightlifting' 'Football' 'Modern Pentathlon' 'Shooting' 'Gymnastics'
 'Swimming' 'Boxing' 'Diving']"
359,1936,Summer,Belgium,150,72,"['Fencing' 'Hockey' 'Cycling' 'Athletics' 'Wrestling' 'Art Competitions'
 'Water Polo' 'Canoeing' 'Basketball' 'Rowing' 'Boxing' 'Equestrianism'
 'Modern Pentathlon' 'Sailing' 'Shooting']"
360,1936,Summer,Bermuda,5,4,['Swimming']
361,1936,Summer,Bolivia,2,2,['Swimming' 'Art Competitions']
362,1936,Summer,Brazil,73,37,"['Basketball' 'Fencing' 'Swimming' 'Shooting' 'Rowing' 'Modern Pentathlon'
 'Athletics' 'Cycling' 'Sailing']"
363,1936,Summer,Bulgaria,26,22,"['Equestrianism' 'Gymnastics' 'Cycling' 'Athletics' 'Shooting'
 'Art Competitions' 'Fencing']"
364,1936,Summer,Canada,97,69,"['Diving' 'Basketball' 'Canoeing' 'Athletics' 'Fencing' 'Swimming'
 'Rowing' 'Boxing' 'Wrestling' 'Cycling' 'Sailing' 'Art Competitions']"
365,1936,Summer,Chile,40,27,"['Athletics' 'Fencing' 'Swimming' 'Basketball' 'Cycling' 'Boxing'
 'Shooting' 'Sailing']"
366,1936,Summer,China,54,27,"['Football' 'Athletics' 'Swimming' 'Boxing' 'Basketball' 'Weightlifting'
 'Cycling']"
367,1936,Summer,Colombia,5,5,['Athletics']
368,1936,Summer,Costa Rica,1,1,['Fencing']
369,1936,Summer,Czech Republic,189,102,"['Art Competitions' 'Gymnastics' 'Weightlifting' 'Athletics' 'Rowing'
 'Fencing' 'Boxing' 'Water Polo' 'Swimming' 'Wrestling' 'Sailing'
 'Canoeing' 'Equestrianism' 'Shooting' 'Basketball' 'Cycling' 'Diving']"
370,1936,Summer,Denmark,121,71,"['Athletics' 'Diving' 'Boxing' 'Swimming' 'Fencing' 'Rowing' 'Sailing'
 'Art Competitions' 'Hockey' 'Cycling' 'Wrestling' 'Equestrianism'
 'Shooting' 'Canoeing']"
371,1936,Summer,Egypt,53,30,"['Fencing' 'Diving' 'Athletics' 'Shooting' 'Wrestling' 'Boxing' 'Football'
 'Weightlifting' 'Swimming' 'Basketball']"
372,1936,Summer,Estonia,33,29,"['Athletics' 'Basketball' 'Rowing' 'Wrestling' 'Weightlifting' 'Swimming'
 'Boxing' 'Sailing']"
373,1936,Summer,Finland,108,70,"['Athletics' 'Boxing' 'Shooting' 'Sailing' 'Football' 'Modern Pentathlon'
 'Swimming' 'Wrestling' 'Canoeing' 'Art Competitions' 'Cycling' 'Diving'
 'Gymnastics' 'Equestrianism']"
374,1936,Summer,France,201,100,"['Weightlifting' 'Sailing' 'Gymnastics' 'Boxing' 'Rowing' 'Fencing'
 'Wrestling' 'Equestrianism' 'Swimming' 'Basketball' 'Athletics'
 'Shooting' 'Modern Pentathlon' 'Water Polo' 'Cycling' 'Hockey' 'Canoeing'
 'Diving']"
375,1936,Summer,Germany,433,143,"['Fencing' 'Rowing' 'Athletics' 'Art Competitions' 'Polo' 'Swimming'
 'Cycling' 'Hockey' 'Water Polo' 'Handball' 'Gymnastics' 'Boxing'
 'Football' 'Sailing' 'Wrestling' 'Canoeing' 'Modern Pentathlon'
 'Equestrianism' 'Basketball' 'Diving' 'Shooting' 'Weightlifting']"
376,1936,Summer,Greece,41,34,"['Shooting' 'Modern Pentathlon' 'Fencing' 'Wrestling' 'Swimming'
 'Athletics' 'Art Competitions']"
377,1936,Summer,Hungary,216,104,"['Swimming' 'Cycling' 'Rowing' 'Art Competitions' 'Athletics' 'Hockey'
 'Polo' 'Fencing' 'Handball' 'Football' 'Shooting' 'Wrestling'
 'Water Polo' 'Canoeing' 'Gymnastics' 'Weightlifting' 'Equestrianism'
 'Boxing' 'Sailing' 'Diving' 'Modern Pentathlon']"
378,1936,Summer,Iceland,12,6,['Water Polo' 'Athletics']
379,1936,Summer,India,27,12,['Hockey' 'Wrestling' 'Athletics' 'Weightlifting']
380,1936,Summer,Italy,244,99,"['Modern Pentathlon' 'Art Competitions' 'Cycling' 'Gymnastics' 'Football'
 'Rowing' 'Basketball' 'Athletics' 'Wrestling' 'Weightlifting' 'Sailing'
 'Fencing' 'Boxing' 'Shooting' 'Equestrianism' 'Diving' 'Canoeing']"
381,1936,Summer,Japan,220,79,"['Athletics' 'Rowing' 'Swimming' 'Art Competitions' 'Gymnastics'
 'Basketball' 'Sailing' 'Water Polo' 'Hockey' 'Boxing' 'Football'
 'Equestrianism' 'Wrestling' 'Diving']"
382,1936,Summer,Latvia,29,16,"['Basketball' 'Art Competitions' 'Shooting' 'Wrestling' 'Athletics'
 'Cycling']"
383,1936,Summer,Liechtenstein,6,5,['Athletics' 'Shooting' 'Cycling']
384,1936,Summer,Luxembourg,49,37,"['Boxing' 'Gymnastics' 'Weightlifting' 'Football' 'Swimming' 'Cycling'
 'Athletics' 'Art Competitions' 'Wrestling' 'Canoeing']"
385,1936,Summer,Malta,11,2,['Athletics' 'Water Polo']
386,1936,Summer,Mexico,32,14,"['Shooting' 'Modern Pentathlon' 'Boxing' 'Basketball' 'Diving' 'Athletics'
 'Polo' 'Fencing']"
387,1936,Summer,Monaco,8,5,['Shooting' 'Art Competitions']
388,1936,Summer,Netherlands,165,75,"['Art Competitions' 'Rowing' 'Athletics' 'Shooting' 'Equestrianism'
 'Sailing' 'Hockey' 'Boxing' 'Water Polo' 'Swimming' 'Fencing' 'Diving'
 'Canoeing' 'Cycling' 'Modern Pentathlon']"
389,1936,Summer,New Zealand,7,9,['Boxing' 'Athletics' 'Cycling']
