,Year,Season,region,Name,Event,Sport
3342,2012,Summer,Denmark,114,69,"['Shooting' 'Cycling' 'Rowing' 'Table Tennis' 'Canoeing' 'Swimming'
 'Badminton' 'Handball' 'Sailing' 'Athletics' 'Boxing' 'Archery'
 'Triathlon' 'Trampolining' 'Equestrianism' 'Wrestling' 'Tennis']"
3343,2012,Summer,Djibouti,4,4,['Athletics' 'Table Tennis' 'Swimming']
3344,2012,Summer,Dominica,2,2,['Athletics']
3345,2012,Summer,Dominican Republic,33,21,"['Volleyball' 'Boxing' 'Weightlifting' 'Athletics' 'Judo' 'Table Tennis'
 'Swimming' 'Taekwondo' 'Gymnastics' 'Shooting']"
3346,2012,Summer,Ecuador,36,34,"['Athletics' 'Wrestling' 'Swimming' 'Weightlifting' 'Triathlon' 'Boxing'
 'Canoeing' 'Cycling' 'Judo' 'Shooting' 'Equestrianism']"
3347,2012,Summer,Egypt,109,87,"['Wrestling' 'Synchronized Swimming' 'Weightlifting' 'Athletics' 'Fencing'
 'Football' 'Rowing' 'Table Tennis' 'Shooting' 'Judo' 'Swimming'
 'Modern Pentathlon' 'Archery' 'Gymnastics' 'Taekwondo' 'Equestrianism'
 'Sailing' 'Boxing' 'Badminton' 'Rhythmic Gymnastics' 'Canoeing']"
3348,2012,Summer,El Salvador,10,11,"['Swimming' 'Judo' 'Cycling' 'Athletics' 'Rowing' 'Shooting'
 'Weightlifting']"
3349,2012,Summer,Equatorial Guinea,2,2,['Athletics']
3350,2012,Summer,Eritrea,12,7,['Athletics' 'Cycling']
3351,2012,Summer,Estonia,32,30,"['Sailing' 'Swimming' 'Wrestling' 'Rowing' 'Athletics' 'Cycling'
 'Badminton' 'Fencing' 'Judo' 'Archery' 'Shooting']"
3352,2012,Summer,Ethiopia,33,14,['Athletics' 'Swimming']
3353,2012,Summer,Fiji,9,9,['Athletics' 'Swimming' 'Archery' 'Shooting' 'Weightlifting' 'Judo']
3354,2012,Summer,Finland,56,61,"['Wrestling' 'Weightlifting' 'Athletics' 'Sailing' 'Canoeing' 'Shooting'
 'Judo' 'Equestrianism' 'Swimming' 'Badminton' 'Taekwondo' 'Tennis'
 'Cycling' 'Gymnastics']"
3355,2012,Summer,France,324,188,"['Athletics' 'Handball' 'Football' 'Cycling' 'Swimming' 'Rowing' 'Fencing'
 'Boxing' 'Basketball' 'Canoeing' 'Wrestling' 'Tennis' 'Gymnastics'
 'Sailing' 'Diving' 'Shooting' 'Judo' 'Modern Pentathlon' 'Triathlon'
 'Weightlifting' 'Equestrianism' 'Archery' 'Taekwondo'
 'Synchronized Swimming' 'Rhythmic Gymnastics' 'Badminton' 'Table Tennis'
 'Trampolining']"
3356,2012,Summer,Gabon,21,7,['Football' 'Athletics' 'Judo' 'Boxing' 'Taekwondo']
3357,2012,Summer,Gambia,2,2,['Athletics']
3358,2012,Summer,Georgia,34,35,"['Swimming' 'Judo' 'Tennis' 'Wrestling' 'Archery' 'Athletics'
 'Trampolining' 'Weightlifting' 'Cycling' 'Shooting']"
3359,2012,Summer,Germany,383,213,"['Rowing' 'Equestrianism' 'Canoeing' 'Volleyball' 'Cycling' 'Fencing'
 'Athletics' 'Tennis' 'Sailing' 'Triathlon' 'Rhythmic Gymnastics'
 'Gymnastics' 'Swimming' 'Shooting' 'Judo' 'Table Tennis'
 'Beach Volleyball' 'Hockey' 'Diving' 'Trampolining' 'Wrestling'
 'Taekwondo' 'Badminton' 'Modern Pentathlon' 'Boxing' 'Archery'
 'Weightlifting']"
3360,2012,Summer,Ghana,7,7,['Weightlifting' 'Athletics' 'Boxing' 'Judo']
3361,2012,Summer,Greece,102,76,"['Water Polo' 'Sailing' 'Beach Volleyball' 'Athletics' 'Judo' 'Swimming'
 'Rhythmic Gymnastics' 'Shooting' 'Rowing' 'Table Tennis' 'Cycling'
 'Weightlifting' 'Gymnastics' 'Wrestling' 'Taekwondo' 'Diving'
 'Synchronized Swimming' 'Archery' 'Canoeing' 'Fencing']"
3362,2012,Summer,Grenada,8,8,['Athletics' 'Swimming' 'Taekwondo']
3363,2012,Summer,Guam,8,8,['Athletics' 'Judo' 'Swimming' 'Wrestling' 'Cycling']
3364,2012,Summer,Guatemala,19,21,"['Sailing' 'Swimming' 'Athletics' 'Shooting' 'Weightlifting' 'Judo'
 'Badminton' 'Modern Pentathlon' 'Gymnastics' 'Cycling' 'Taekwondo']"
3365,2012,Summer,Guinea,4,4,['Athletics' 'Swimming' 'Judo']
3366,2012,Summer,Guinea Bissau,4,4,['Athletics' 'Wrestling']
3367,2012,Summer,Guyana,6,6,['Athletics' 'Judo' 'Swimming']
3368,2012,Summer,Haiti,5,5,['Judo' 'Athletics']
3369,2012,Summer,Honduras,25,10,"['Football' 'Athletics' 'Wrestling' 'Shooting' 'Judo' 'Swimming' 'Boxing'
 'Weightlifting']"
3370,2012,Summer,Hungary,151,111,"['Water Polo' 'Tennis' 'Wrestling' 'Athletics' 'Swimming' 'Diving'
 'Cycling' 'Sailing' 'Gymnastics' 'Shooting' 'Judo' 'Handball'
 'Synchronized Swimming' 'Canoeing' 'Boxing' 'Rowing' 'Fencing'
 'Modern Pentathlon' 'Triathlon' 'Weightlifting' 'Table Tennis']"
3371,2012,Summer,Iceland,27,20,['Swimming' 'Handball' 'Athletics' 'Badminton' 'Judo' 'Shooting']
3372,2012,Summer,India,81,55,"['Athletics' 'Archery' 'Boxing' 'Tennis' 'Shooting' 'Judo' 'Hockey'
 'Table Tennis' 'Badminton' 'Wrestling' 'Weightlifting' 'Rowing'
 'Swimming']"
3373,2012,Summer,Individual Olympic Athletes,4,4,['Athletics' 'Judo' 'Sailing']
3374,2012,Summer,Indonesia,22,16,"['Badminton' 'Weightlifting' 'Shooting' 'Athletics' 'Fencing' 'Archery'
 'Swimming' 'Judo']"
3375,2012,Summer,Iran,52,51,"['Rowing' 'Wrestling' 'Fencing' 'Shooting' 'Table Tennis' 'Weightlifting'
 'Athletics' 'Taekwondo' 'Swimming' 'Archery' 'Boxing' 'Cycling'
 'Canoeing']"
3376,2012,Summer,Iraq,8,8,"['Athletics' 'Boxing' 'Swimming' 'Archery' 'Shooting' 'Wrestling'
 'Weightlifting']"
3377,2012,Summer,Ireland,64,54,"['Athletics' 'Boxing' 'Gymnastics' 'Shooting' 'Sailing' 'Equestrianism'
 'Modern Pentathlon' 'Canoeing' 'Badminton' 'Cycling' 'Judo' 'Swimming'
 'Triathlon' 'Rowing']"
3378,2012,Summer,Israel,37,41,"['Gymnastics' 'Judo' 'Swimming' 'Sailing' 'Rhythmic Gymnastics' 'Tennis'
 'Synchronized Swimming' 'Shooting' 'Athletics' 'Badminton']"
3379,2012,Summer,Italy,281,169,"['Athletics' 'Water Polo' 'Rowing' 'Badminton' 'Sailing' 'Gymnastics'
 'Volleyball' 'Fencing' 'Cycling' 'Swimming' 'Judo' 'Diving' 'Canoeing'
 'Modern Pentathlon' 'Rhythmic Gymnastics' 'Table Tennis' 'Tennis'
 'Equestrianism' 'Shooting' 'Boxing' 'Trampolining' 'Beach Volleyball'
 'Triathlon' 'Archery' 'Synchronized Swimming' 'Taekwondo' 'Weightlifting'
 'Wrestling']"
3380,2012,Summer,Ivory Coast,9,10,['Athletics' 'Wrestling' 'Swimming' 'Taekwondo' 'Judo' 'Archery']
3381,2012,Summer,Jamaica,45,25,['Equestrianism' 'Swimming' 'Athletics' 'Taekwondo']
3382,2012,Summer,Japan,291,178,"['Athletics' 'Triathlon' 'Synchronized Swimming' 'Hockey' 'Judo'
 'Football' 'Volleyball' 'Cycling' 'Beach Volleyball' 'Fencing' 'Sailing'
 'Badminton' 'Swimming' 'Wrestling' 'Rhythmic Gymnastics' 'Table Tennis'
 'Rowing' 'Archery' 'Taekwondo' 'Canoeing' 'Equestrianism' 'Trampolining'
 'Tennis' 'Gymnastics' 'Shooting' 'Modern Pentathlon' 'Weightlifting'
 'Boxing' 'Diving']"
3383,2012,Summer,Jordan,9,9,['Athletics' 'Taekwondo' 'Swimming' 'Equestrianism' 'Boxing']
3384,2012,Summer,Kazakhstan,113,106,"['Boxing' 'Fencing' 'Canoeing' 'Rhythmic Gymnastics' 'Athletics'
 'Taekwondo' 'Gymnastics' 'Archery' 'Wrestling' 'Cycling' 'Judo'
 'Weightlifting' 'Shooting' 'Rowing' 'Water Polo' 'Modern Pentathlon'
 'Swimming' 'Tennis' 'Synchronized Swimming']"
3385,2012,Summer,Kenya,47,23,['Boxing' 'Athletics' 'Swimming' 'Weightlifting']
3386,2012,Summer,Kiribati,3,3,['Athletics' 'Weightlifting']
3387,2012,Summer,Kuwait,10,11,['Swimming' 'Athletics' 'Shooting' 'Table Tennis']
3388,2012,Summer,Kyrgyzstan,14,15,"['Taekwondo' 'Swimming' 'Athletics' 'Wrestling' 'Sailing' 'Shooting'
 'Judo' 'Weightlifting']"
3389,2012,Summer,Laos,3,3,['Swimming' 'Athletics']
3390,2012,Summer,Latvia,45,38,"['Cycling' 'Athletics' 'Judo' 'Table Tennis' 'Modern Pentathlon'
 'Wrestling' 'Swimming' 'Shooting' 'Beach Volleyball' 'Weightlifting'
 'Canoeing' 'Gymnastics']"
3391,2012,Summer,Lebanon,10,10,"['Swimming' 'Shooting' 'Athletics' 'Table Tennis' 'Taekwondo' 'Fencing'
 'Judo']"
3392,2012,Summer,Lesotho,4,4,['Athletics' 'Swimming']
3393,2012,Summer,Liberia,3,3,['Athletics']
3394,2012,Summer,Libya,4,4,['Swimming' 'Judo' 'Athletics']
3395,2012,Summer,Liechtenstein,3,4,['Swimming' 'Athletics' 'Tennis']
3396,2012,Summer,Lithuania,62,54,"['Athletics' 'Modern Pentathlon' 'Cycling' 'Canoeing' 'Judo' 'Sailing'
 'Rowing' 'Shooting' 'Gymnastics' 'Basketball' 'Swimming' 'Boxing'
 'Wrestling' 'Badminton']"
3397,2012,Summer,Luxembourg,9,11,['Shooting' 'Swimming' 'Cycling' 'Archery' 'Tennis' 'Judo' 'Table Tennis']
3398,2012,Summer,Macedonia,4,4,['Swimming' 'Athletics']
3399,2012,Summer,Madagascar,7,7,['Athletics' 'Swimming' 'Weightlifting' 'Judo' 'Wrestling']
3400,2012,Summer,Malawi,3,3,['Athletics' 'Swimming']
3401,2012,Summer,Malaysia,29,25,"['Sailing' 'Archery' 'Cycling' 'Badminton' 'Diving' 'Swimming' 'Athletics'
 'Shooting' 'Fencing']"
3402,2012,Summer,Maldives,5,5,['Athletics' 'Swimming' 'Badminton']
3403,2012,Summer,Mali,6,6,['Athletics' 'Taekwondo' 'Judo' 'Swimming']
3404,2012,Summer,Malta,5,5,['Athletics' 'Swimming' 'Shooting']
3405,2012,Summer,Marshall Islands,4,4,['Athletics' 'Swimming']
3406,2012,Summer,Mauritania,2,2,['Athletics']
3407,2012,Summer,Mauritius,11,10,"['Swimming' 'Athletics' 'Boxing' 'Cycling' 'Judo' 'Beach Volleyball'
 'Triathlon']"
3408,2012,Summer,Mexico,99,75,"['Weightlifting' 'Taekwondo' 'Archery' 'Football' 'Equestrianism'
 'Athletics' 'Swimming' 'Judo' 'Diving' 'Gymnastics' 'Canoeing'
 'Synchronized Swimming' 'Cycling' 'Sailing' 'Fencing' 'Triathlon'
 'Rowing' 'Shooting' 'Boxing' 'Badminton' 'Wrestling' 'Table Tennis'
 'Modern Pentathlon']"
3409,2012,Summer,Micronesia,6,6,['Swimming' 'Wrestling' 'Athletics' 'Weightlifting']
3410,2012,Summer,Moldova,20,19,"['Swimming' 'Boxing' 'Cycling' 'Wrestling' 'Athletics' 'Weightlifting'
 'Archery' 'Judo' 'Shooting']"
3411,2012,Summer,Monaco,6,6,['Triathlon' 'Sailing' 'Athletics' 'Rowing' 'Judo' 'Swimming']
3412,2012,Summer,Mongolia,29,32,['Swimming' 'Athletics' 'Wrestling' 'Archery' 'Boxing' 'Judo' 'Shooting']
3413,2012,Summer,Montenegro,33,9,['Handball' 'Water Polo' 'Boxing' 'Sailing' 'Athletics' 'Judo' 'Shooting']
3414,2012,Summer,Morocco,63,40,"['Boxing' 'Football' 'Athletics' 'Fencing' 'Taekwondo' 'Wrestling' 'Judo'
 'Swimming' 'Cycling' 'Shooting' 'Equestrianism' 'Canoeing']"
3415,2012,Summer,Mozambique,6,6,['Swimming' 'Athletics' 'Boxing' 'Judo']
3416,2012,Summer,Myanmar,6,6,['Judo' 'Shooting' 'Archery' 'Athletics' 'Rowing']
3417,2012,Summer,Namibia,9,8,['Shooting' 'Cycling' 'Athletics' 'Boxing' 'Wrestling']
3418,2012,Summer,Nauru,2,2,['Weightlifting' 'Judo']
3419,2012,Summer,Nepal,5,5,['Swimming' 'Shooting' 'Athletics']
3420,2012,Summer,Netherlands,173,95,"['Rowing' 'Hockey' 'Sailing' 'Cycling' 'Judo' 'Athletics' 'Triathlon'
 'Equestrianism' 'Swimming' 'Tennis' 'Shooting' 'Beach Volleyball'
 'Trampolining' 'Table Tennis' 'Taekwondo' 'Archery' 'Gymnastics'
 'Fencing' 'Badminton']"
3421,2012,Summer,New Zealand,178,87,"['Athletics' 'Sailing' 'Cycling' 'Hockey' 'Rowing' 'Football' 'Swimming'
 'Taekwondo' 'Canoeing' 'Judo' 'Triathlon' 'Tennis' 'Boxing'
 'Equestrianism' 'Weightlifting' 'Shooting']"
3422,2012,Summer,Nicaragua,6,6,['Boxing' 'Weightlifting' 'Athletics' 'Swimming']
3423,2012,Summer,Niger,6,6,['Swimming' 'Athletics' 'Judo' 'Boxing' 'Rowing']
3424,2012,Summer,Nigeria,49,31,"['Athletics' 'Boxing' 'Canoeing' 'Basketball' 'Table Tennis' 'Wrestling'
 'Taekwondo' 'Weightlifting']"
3425,2012,Summer,North Korea,51,27,"['Judo' 'Football' 'Wrestling' 'Synchronized Swimming' 'Table Tennis'
 'Shooting' 'Athletics' 'Weightlifting' 'Boxing' 'Diving' 'Archery']"
3426,2012,Summer,Norway,61,46,"['Handball' 'Athletics' 'Shooting' 'Wrestling' 'Rowing' 'Cycling'
 'Sailing' 'Diving' 'Equestrianism' 'Badminton' 'Canoeing' 'Archery'
 'Swimming' 'Fencing' 'Beach Volleyball']"
3427,2012,Summer,Oman,3,3,['Athletics' 'Shooting']
3428,2012,Summer,Pakistan,20,6,['Hockey' 'Athletics' 'Swimming' 'Shooting']
3429,2012,Summer,Palau,5,5,['Judo' 'Athletics' 'Swimming' 'Weightlifting']
3430,2012,Summer,Palestine,5,5,['Judo' 'Athletics' 'Swimming']
3431,2012,Summer,Panama,8,8,['Taekwondo' 'Swimming' 'Athletics' 'Boxing' 'Judo']
3432,2012,Summer,Papua New Guinea,8,8,['Weightlifting' 'Swimming' 'Judo' 'Athletics' 'Taekwondo']
3433,2012,Summer,Paraguay,8,10,['Table Tennis' 'Tennis' 'Athletics' 'Swimming' 'Judo' 'Rowing']
3434,2012,Summer,Peru,16,14,"['Athletics' 'Rowing' 'Swimming' 'Taekwondo' 'Shooting' 'Badminton' 'Judo'
 'Weightlifting' 'Sailing']"
3435,2012,Summer,Philippines,11,11,"['Swimming' 'Boxing' 'Archery' 'Cycling' 'Weightlifting' 'Athletics'
 'Judo' 'Shooting']"
3436,2012,Summer,Poland,210,148,"['Judo' 'Rowing' 'Badminton' 'Athletics' 'Wrestling' 'Shooting'
 'Volleyball' 'Cycling' 'Weightlifting' 'Swimming' 'Fencing' 'Triathlon'
 'Modern Pentathlon' 'Archery' 'Beach Volleyball' 'Tennis' 'Table Tennis'
 'Canoeing' 'Sailing' 'Gymnastics' 'Taekwondo' 'Boxing' 'Equestrianism'
 'Rhythmic Gymnastics']"
3437,2012,Summer,Portugal,76,75,"['Athletics' 'Swimming' 'Sailing' 'Table Tennis' 'Gymnastics' 'Cycling'
 'Equestrianism' 'Shooting' 'Rowing' 'Trampolining' 'Canoeing' 'Badminton'
 'Judo' 'Triathlon']"
3438,2012,Summer,Puerto Rico,25,25,"['Athletics' 'Weightlifting' 'Boxing' 'Wrestling' 'Swimming' 'Judo'
 'Gymnastics' 'Shooting']"
3439,2012,Summer,Qatar,12,13,['Shooting' 'Athletics' 'Swimming' 'Table Tennis']
3440,2012,Summer,Republic of the Congo,7,6,['Swimming' 'Athletics' 'Table Tennis']
3441,2012,Summer,Romania,105,75,"['Swimming' 'Rowing' 'Wrestling' 'Gymnastics' 'Tennis' 'Athletics'
 'Fencing' 'Judo' 'Water Polo' 'Canoeing' 'Weightlifting' 'Table Tennis'
 'Boxing' 'Shooting' 'Cycling']"
3442,2012,Summer,Russia,429,238,"['Athletics' 'Gymnastics' 'Triathlon' 'Fencing' 'Weightlifting' 'Shooting'
 'Boxing' 'Swimming' 'Basketball' 'Water Polo' 'Cycling' 'Volleyball'
 'Wrestling' 'Taekwondo' 'Diving' 'Sailing' 'Handball'
 'Rhythmic Gymnastics' 'Tennis' 'Synchronized Swimming' 'Judo' 'Canoeing'
 'Trampolining' 'Rowing' 'Modern Pentathlon' 'Badminton'
 'Beach Volleyball' 'Equestrianism' 'Table Tennis' 'Archery']"
3443,2012,Summer,Rwanda,7,7,['Swimming' 'Athletics' 'Cycling' 'Judo']
3444,2012,Summer,Saint Kitts,4,3,['Athletics']
3445,2012,Summer,Saint Lucia,4,4,['Swimming' 'Athletics' 'Sailing']
3446,2012,Summer,Saint Vincent,3,3,['Swimming' 'Athletics']
3447,2012,Summer,Samoa,8,9,['Canoeing' 'Taekwondo' 'Athletics' 'Weightlifting' 'Judo' 'Archery']
3448,2012,Summer,San Marino,4,4,['Archery' 'Shooting' 'Athletics' 'Swimming']
3449,2012,Summer,Sao Tome and Principe,2,2,['Athletics']
3450,2012,Summer,Saudi Arabia,18,14,['Athletics' 'Equestrianism' 'Weightlifting' 'Shooting' 'Judo']
3451,2012,Summer,Senegal,31,16,"['Football' 'Athletics' 'Fencing' 'Taekwondo' 'Judo' 'Swimming' 'Canoeing'
 'Wrestling']"
3452,2012,Summer,Republic of Serbia,116,55,"['Canoeing' 'Water Polo' 'Shooting' 'Volleyball' 'Athletics' 'Handball'
 'Rowing' 'Swimming' 'Tennis' 'Boxing' 'Taekwondo' 'Judo' 'Table Tennis'
 'Cycling' 'Wrestling']"
3453,2012,Summer,Seychelles,6,6,['Boxing' 'Judo' 'Athletics' 'Swimming']
3454,2012,Summer,Sierra Leone,2,2,['Athletics']
3455,2012,Summer,Slovakia,47,52,"['Shooting' 'Athletics' 'Canoeing' 'Badminton' 'Swimming' 'Tennis'
 'Gymnastics' 'Judo' 'Cycling' 'Weightlifting' 'Triathlon']"
3456,2012,Summer,Slovenia,65,68,"['Taekwondo' 'Cycling' 'Swimming' 'Canoeing' 'Judo' 'Sailing' 'Rowing'
 'Shooting' 'Gymnastics' 'Tennis' 'Athletics' 'Triathlon' 'Archery'
 'Table Tennis' 'Badminton']"
3457,2012,Summer,Solomon Islands,4,4,['Athletics' 'Judo' 'Weightlifting']
3458,2012,Summer,Somalia,2,2,['Athletics']
3459,2012,Summer,South Africa,124,65,"['Athletics' 'Football' 'Swimming' 'Hockey' 'Rowing' 'Cycling'
 'Beach Volleyball' 'Shooting' 'Badminton' 'Weightlifting' 'Canoeing'
 'Sailing' 'Archery' 'Boxing' 'Triathlon' 'Equestrianism' 'Judo']"
3460,2012,Summer,South Korea,249,140,"['Badminton' 'Swimming' 'Football' 'Handball' 'Athletics' 'Hockey'
 'Fencing' 'Judo' 'Wrestling' 'Archery' 'Cycling' 'Shooting'
 'Table Tennis' 'Sailing' 'Volleyball' 'Boxing' 'Triathlon' 'Gymnastics'
 'Taekwondo' 'Modern Pentathlon' 'Weightlifting' 'Rowing' 'Diving'
 'Synchronized Swimming' 'Rhythmic Gymnastics']"
3461,2012,Summer,Spain,278,135,"['Badminton' 'Rhythmic Gymnastics' 'Athletics' 'Water Polo' 'Handball'
 'Sailing' 'Football' 'Hockey' 'Tennis' 'Boxing' 'Shooting' 'Swimming'
 'Beach Volleyball' 'Equestrianism' 'Synchronized Swimming' 'Judo'
 'Canoeing' 'Diving' 'Cycling' 'Gymnastics' 'Basketball' 'Archery'
 'Triathlon' 'Table Tennis' 'Taekwondo' 'Weightlifting' 'Wrestling']"
3462,2012,Summer,Sri Lanka,7,8,['Athletics' 'Badminton' 'Shooting' 'Swimming']
3463,2012,Summer,Sudan,6,5,['Swimming' 'Athletics']
3464,2012,Summer,Suriname,5,5,['Athletics' 'Swimming' 'Badminton']
3465,2012,Summer,Swaziland,3,3,['Swimming' 'Athletics']
3466,2012,Summer,Sweden,133,81,"['Gymnastics' 'Handball' 'Equestrianism' 'Football' 'Swimming' 'Athletics'
 'Tennis' 'Sailing' 'Archery' 'Shooting' 'Cycling' 'Diving' 'Wrestling'
 'Table Tennis' 'Canoeing' 'Badminton' 'Taekwondo' 'Rowing' 'Boxing'
 'Triathlon' 'Judo']"
3467,2012,Summer,Switzerland,98,71,"['Football' 'Cycling' 'Beach Volleyball' 'Shooting' 'Sailing' 'Athletics'
 'Gymnastics' 'Canoeing' 'Judo' 'Archery' 'Equestrianism' 'Tennis'
 'Synchronized Swimming' 'Fencing' 'Rowing' 'Badminton' 'Swimming'
 'Triathlon' 'Wrestling']"
3468,2012,Summer,Syria,10,10,"['Swimming' 'Athletics' 'Equestrianism' 'Cycling' 'Weightlifting' 'Boxing'
 'Shooting']"
3469,2012,Summer,Taiwan,44,40,"['Athletics' 'Sailing' 'Badminton' 'Swimming' 'Weightlifting'
 'Table Tennis' 'Archery' 'Tennis' 'Cycling' 'Fencing' 'Shooting'
 'Taekwondo' 'Judo' 'Rowing']"
3470,2012,Summer,Tajikistan,16,16,['Wrestling' 'Shooting' 'Judo' 'Boxing' 'Taekwondo' 'Swimming' 'Athletics']
3471,2012,Summer,United Republic of Tanzania,6,5,['Swimming' 'Boxing' 'Athletics']
3472,2012,Summer,Thailand,37,37,"['Boxing' 'Sailing' 'Athletics' 'Swimming' 'Weightlifting' 'Judo'
 'Canoeing' 'Badminton' 'Shooting' 'Taekwondo' 'Table Tennis'
 'Equestrianism' 'Cycling' 'Rowing' 'Archery']"
3473,2012,Summer,Timor-Leste,2,2,['Athletics']
3474,2012,Summer,Togo,6,6,['Table Tennis' 'Canoeing' 'Judo' 'Swimming' 'Athletics']
3475,2012,Summer,Tonga,3,3,['Swimming' 'Athletics']
3476,2012,Summer,Trinidad and Tobago,25,22,['Athletics' 'Swimming' 'Shooting' 'Sailing' 'Cycling' 'Boxing']
3477,2012,Summer,Tunisia,83,50,"['Wrestling' 'Sailing' 'Handball' 'Athletics' 'Fencing' 'Volleyball'
 'Taekwondo' 'Canoeing' 'Basketball' 'Gymnastics' 'Judo' 'Boxing'
 'Weightlifting' 'Tennis' 'Swimming' 'Rowing' 'Shooting']"
3478,2012,Summer,Turkey,112,80,"['Athletics' 'Cycling' 'Wrestling' 'Basketball' 'Weightlifting'
 'Volleyball' 'Swimming' 'Sailing' 'Shooting' 'Boxing' 'Table Tennis'
 'Judo' 'Archery' 'Taekwondo' 'Gymnastics' 'Badminton']"
3479,2012,Summer,Turkmenistan,10,10,['Weightlifting' 'Judo' 'Boxing' 'Swimming' 'Athletics']
3480,2012,Summer,England,530,249,"['Basketball' 'Boxing' 'Badminton' 'Athletics' 'Swimming' 'Sailing'
 'Football' 'Synchronized Swimming' 'Cycling' 'Judo' 'Table Tennis'
 'Canoeing' 'Volleyball' 'Hockey' 'Tennis' 'Diving' 'Rowing'
 'Equestrianism' 'Fencing' 'Shooting' 'Triathlon' 'Wrestling' 'Handball'
 'Gymnastics' 'Rhythmic Gymnastics' 'Water Polo' 'Beach Volleyball'
 'Trampolining' 'Weightlifting' 'Archery' 'Taekwondo' 'Modern Pentathlon']"
3481,2012,Summer,USA,529,245,"['Athletics' 'Swimming' 'Volleyball' 'Basketball' 'Water Polo' 'Cycling'
 'Badminton' 'Rowing' 'Hockey' 'Diving' 'Triathlon' 'Wrestling' 'Shooting'
 'Sailing' 'Modern Pentathlon' 'Football' 'Boxing' 'Tennis' 'Fencing'
 'Equestrianism' 'Beach Volleyball' 'Gymnastics' 'Judo' 'Canoeing'
 'Archery' 'Weightlifting' 'Trampolining' 'Table Tennis' 'Taekwondo'
 'Synchronized Swimming' 'Rhythmic Gymnastics']"
3482,2012,Summer,Uganda,15,12,['Athletics' 'Badminton' 'Swimming' 'Weightlifting']
3483,2012,Summer,Ukraine,230,174,"['Shooting' 'Wrestling' 'Cycling' 'Athletics' 'Swimming' 'Boxing' 'Judo'
 'Fencing' 'Diving' 'Tennis' 'Sailing' 'Rowing' 'Canoeing' 'Table Tennis'
 'Rhythmic Gymnastics' 'Archery' 'Badminton' 'Taekwondo' 'Weightlifting'
 'Modern Pentathlon' 'Gymnastics' 'Trampolining' 'Equestrianism'
 'Triathlon' 'Synchronized Swimming']"
3484,2012,Summer,United Arab Emirates,26,9,['Football' 'Shooting' 'Swimming' 'Judo' 'Athletics' 'Weightlifting']
3485,2012,Summer,Uruguay,27,11,"['Football' 'Rowing' 'Sailing' 'Shooting' 'Swimming' 'Athletics' 'Judo'
 'Cycling']"
3486,2012,Summer,Uzbekistan,53,52,"['Wrestling' 'Athletics' 'Boxing' 'Canoeing' 'Judo' 'Taekwondo' 'Tennis'
 'Cycling' 'Trampolining' 'Swimming' 'Fencing' 'Weightlifting' 'Shooting'
 'Rhythmic Gymnastics']"
3487,2012,Summer,Vanuatu,5,5,['Athletics' 'Judo' 'Table Tennis']
3488,2012,Summer,Venezuela,68,70,"['Swimming' 'Athletics' 'Wrestling' 'Fencing' 'Judo' 'Archery' 'Cycling'
 'Diving' 'Boxing' 'Sailing' 'Weightlifting' 'Beach Volleyball'
 'Gymnastics' 'Shooting' 'Table Tennis']"
3489,2012,Summer,Vietnam,18,23,"['Taekwondo' 'Gymnastics' 'Athletics' 'Shooting' 'Swimming' 'Wrestling'
 'Weightlifting' 'Badminton' 'Fencing' 'Rowing' 'Judo']"
3490,2012,Summer,"Virgin Islands, British",2,2,['Athletics']
3491,2012,Summer,"Virgin Islands, US",7,7,['Athletics' 'Sailing' 'Swimming']
3492,2012,Summer,Yemen,4,4,['Athletics' 'Taekwondo' 'Judo']
3493,2012,Summer,Zambia,7,7,['Boxing' 'Athletics' 'Swimming' 'Judo']
3494,2012,Summer,Zimbabwe,7,8,['Swimming' 'Triathlon' 'Rowing' 'Athletics']
3495,2014,Winter,Albania,1,2,['Alpine Skiing']
3496,2014,Winter,Andorra,6,10,['Alpine Skiing' 'Snowboarding' 'Biathlon']
3497,2014,Winter,Argentina,7,10,['Alpine Skiing' 'Cross Country Skiing']
3498,2014,Winter,Armenia,4,5,['Cross Country Skiing' 'Alpine Skiing']
3499,2014,Winter,Australia,60,47,"['Biathlon' 'Alpine Skiing' 'Freestyle Skiing' 'Cross Country Skiing'
 'Short Track Speed Skating' 'Snowboarding' 'Skeleton' 'Luge'
 'Speed Skating' 'Figure Skating' 'Bobsleigh']"
3500,2014,Winter,Austria,126,70,"['Ice Hockey' 'Freestyle Skiing' 'Alpine Skiing' 'Nordic Combined'
 'Speed Skating' 'Ski Jumping' 'Snowboarding' 'Cross Country Skiing'
 'Biathlon' 'Luge' 'Skeleton' 'Figure Skating' 'Bobsleigh'
 'Short Track Speed Skating']"
3501,2014,Winter,Azerbaijan,3,3,['Alpine Skiing' 'Figure Skating']
3502,2014,Winter,Belarus,26,31,"['Biathlon' 'Alpine Skiing' 'Freestyle Skiing' 'Cross Country Skiing'
 'Short Track Speed Skating']"
3503,2014,Winter,Belgium,7,10,"['Freestyle Skiing' 'Figure Skating' 'Bobsleigh' 'Speed Skating'
 'Snowboarding']"
3504,2014,Winter,Bermuda,1,1,['Cross Country Skiing']
3505,2014,Winter,Bosnia and Herzegovina,5,12,['Biathlon' 'Cross Country Skiing' 'Alpine Skiing']
