,Games,Sport,Sex,Name,Event,NOC
1198,2008 Summer,Tennis,M,86,2,36
1199,2008 Summer,Trampolining,F,16,1,13
1200,2008 Summer,Trampolining,M,16,1,13
1201,2008 Summer,Triathlon,F,55,1,30
1202,2008 Summer,Triathlon,M,55,1,31
1203,2008 Summer,Volleyball,F,140,1,12
1204,2008 Summer,Volleyball,M,143,1,12
1205,2008 Summer,Water Polo,F,103,1,8
1206,2008 Summer,Water Polo,M,153,1,12
1207,2008 Summer,Weightlifting,F,87,7,47
1208,2008 Summer,Weightlifting,M,166,8,68
1209,2008 Summer,Wrestling,F,66,4,30
1210,2008 Summer,Wrestling,M,277,14,55
1211,2010 Winter,Alpine Skiing,F,133,5,51
1212,2010 Winter,Alpine Skiing,M,176,5,66
1213,2010 Winter,Biathlon,F,99,5,31
1214,2010 Winter,Biathlon,M,105,5,32
1215,2010 Winter,Bobsleigh,F,42,1,13
1216,2010 Winter,Bobsleigh,M,117,2,21
1217,2010 Winter,Cross Country Skiing,F,129,6,42
1218,2010 Winter,Cross Country Skiing,M,163,6,52
1219,2010 Winter,Curling,F,46,1,10
1220,2010 Winter,Curling,M,47,1,10
1221,2010 Winter,Figure Skating,F,73,3,27
1222,2010 Winter,Figure Skating,M,73,3,26
1223,2010 Winter,Freestyle Skiing,F,85,3,25
1224,2010 Winter,Freestyle Skiing,M,87,3,19
1225,2010 Winter,Ice Hockey,F,160,1,8
1226,2010 Winter,Ice Hockey,M,260,1,12
1227,2010 Winter,Luge,F,29,1,14
1228,2010 Winter,Luge,M,78,2,23
1229,2010 Winter,Nordic Combined,M,52,3,14
1230,2010 Winter,Short Track Speed Skating,F,55,4,19
1231,2010 Winter,Short Track Speed Skating,M,54,4,19
1232,2010 Winter,Skeleton,F,19,1,11
1233,2010 Winter,Skeleton,M,28,1,17
1234,2010 Winter,Ski Jumping,M,68,3,18
1235,2010 Winter,Snowboarding,F,81,3,24
1236,2010 Winter,Snowboarding,M,104,3,25
1237,2010 Winter,Speed Skating,F,83,6,18
1238,2010 Winter,Speed Skating,M,94,6,18
1239,2012 Summer,Archery,F,64,2,40
1240,2012 Summer,Archery,M,64,2,40
1241,2012 Summer,Athletics,F,990,23,189
1242,2012 Summer,Athletics,M,1088,24,197
1243,2012 Summer,Badminton,F,86,3,43
1244,2012 Summer,Badminton,M,86,3,38
1245,2012 Summer,Basketball,F,143,1,12
1246,2012 Summer,Basketball,M,144,1,12
1247,2012 Summer,Beach Volleyball,F,48,1,17
1248,2012 Summer,Beach Volleyball,M,48,1,19
1249,2012 Summer,Boxing,F,36,3,23
1250,2012 Summer,Boxing,M,247,10,75
1251,2012 Summer,Canoeing,F,111,5,39
1252,2012 Summer,Canoeing,M,221,11,52
1253,2012 Summer,Cycling,F,180,9,45
1254,2012 Summer,Cycling,M,321,9,69
1255,2012 Summer,Diving,F,68,4,21
1256,2012 Summer,Diving,M,68,4,23
1257,2012 Summer,Equestrianism,F,77,6,26
1258,2012 Summer,Equestrianism,M,122,6,34
1259,2012 Summer,Fencing,F,123,5,31
1260,2012 Summer,Fencing,M,121,5,36
1261,2012 Summer,Football,F,200,1,12
1262,2012 Summer,Football,M,267,1,16
1263,2012 Summer,Gymnastics,F,97,6,47
1264,2012 Summer,Gymnastics,M,98,8,45
1265,2012 Summer,Handball,F,171,1,12
1266,2012 Summer,Handball,M,176,1,12
1267,2012 Summer,Hockey,F,191,1,12
1268,2012 Summer,Hockey,M,195,1,12
1269,2012 Summer,Judo,F,153,7,63
1270,2012 Summer,Judo,M,231,7,107
1271,2012 Summer,Modern Pentathlon,F,36,1,22
1272,2012 Summer,Modern Pentathlon,M,36,1,24
1273,2012 Summer,Rhythmic Gymnastics,F,95,2,24
1274,2012 Summer,Rowing,F,196,6,39
1275,2012 Summer,Rowing,M,353,8,52
1276,2012 Summer,Sailing,F,142,4,48
1277,2012 Summer,Sailing,M,237,6,59
1278,2012 Summer,Shooting,F,159,6,74
1279,2012 Summer,Shooting,M,231,9,78
1280,2012 Summer,Swimming,F,450,17,139
1281,2012 Summer,Swimming,M,481,17,144
1282,2012 Summer,Synchronized Swimming,F,101,2,24
1283,2012 Summer,Table Tennis,F,88,2,45
1284,2012 Summer,Table Tennis,M,86,2,45
1285,2012 Summer,Taekwondo,F,64,4,45
1286,2012 Summer,Taekwondo,M,64,4,48
1287,2012 Summer,Tennis,F,89,3,35
1288,2012 Summer,Tennis,M,95,3,37
1289,2012 Summer,Trampolining,F,16,1,14
1290,2012 Summer,Trampolining,M,16,1,13
1291,2012 Summer,Triathlon,F,55,1,31
1292,2012 Summer,Triathlon,M,55,1,32
1293,2012 Summer,Volleyball,F,143,1,12
1294,2012 Summer,Volleyball,M,144,1,12
1295,2012 Summer,Water Polo,F,102,1,8
1296,2012 Summer,Water Polo,M,155,1,12
1297,2012 Summer,Weightlifting,F,103,7,57
1298,2012 Summer,Weightlifting,M,149,8,70
1299,2012 Summer,Wrestling,F,76,4,43
1300,2012 Summer,Wrestling,M,263,14,59
1301,2014 Winter,Alpine Skiing,F,130,5,55
1302,2014 Winter,Alpine Skiing,M,184,5,69
1303,2014 Winter,Biathlon,F,99,6,33
1304,2014 Winter,Biathlon,M,105,6,31
1305,2014 Winter,Bobsleigh,F,39,1,13
1306,2014 Winter,Bobsleigh,M,133,2,22
1307,2014 Winter,Cross Country Skiing,F,125,6,42
1308,2014 Winter,Cross Country Skiing,M,173,6,52
1309,2014 Winter,Curling,F,43,1,10
1310,2014 Winter,Curling,M,44,1,10
1311,2014 Winter,Figure Skating,F,74,4,25
1312,2014 Winter,Figure Skating,M,75,4,25
1313,2014 Winter,Freestyle Skiing,F,123,5,27
1314,2014 Winter,Freestyle Skiing,M,139,5,23
1315,2014 Winter,Ice Hockey,F,158,1,8
1316,2014 Winter,Ice Hockey,M,285,1,12
1317,2014 Winter,Luge,F,31,2,16
1318,2014 Winter,Luge,M,77,3,22
1319,2014 Winter,Nordic Combined,M,54,3,15
1320,2014 Winter,Short Track Speed Skating,F,50,4,21
1321,2014 Winter,Short Track Speed Skating,M,56,4,20
1322,2014 Winter,Skeleton,F,19,1,11
1323,2014 Winter,Skeleton,M,27,1,16
1324,2014 Winter,Ski Jumping,F,30,1,12
1325,2014 Winter,Ski Jumping,M,66,3,20
1326,2014 Winter,Snowboarding,F,103,5,26
1327,2014 Winter,Snowboarding,M,134,5,26
1328,2014 Winter,Speed Skating,F,83,6,15
1329,2014 Winter,Speed Skating,M,94,6,21
1330,2016 Summer,Archery,F,64,2,40
1331,2016 Summer,Archery,M,64,2,40
1332,2016 Summer,Athletics,F,1084,23,184
1333,2016 Summer,Athletics,M,1185,24,197
1334,2016 Summer,Badminton,F,86,3,37
1335,2016 Summer,Badminton,M,86,3,39
1336,2016 Summer,Basketball,F,140,1,12
1337,2016 Summer,Basketball,M,141,1,12
1338,2016 Summer,Beach Volleyball,F,48,1,17
1339,2016 Summer,Beach Volleyball,M,48,1,16
1340,2016 Summer,Boxing,F,36,3,25
1341,2016 Summer,Boxing,M,247,10,71
1342,2016 Summer,Canoeing,F,112,5,38
1343,2016 Summer,Canoeing,M,218,11,48
1344,2016 Summer,Cycling,F,192,9,49
1345,2016 Summer,Cycling,M,321,9,71
1346,2016 Summer,Diving,F,68,4,22
1347,2016 Summer,Diving,M,68,4,23
1348,2016 Summer,Equestrianism,F,75,6,27
1349,2016 Summer,Equestrianism,M,125,6,35
1350,2016 Summer,Fencing,F,124,5,33
1351,2016 Summer,Fencing,M,121,5,37
1352,2016 Summer,Football,F,203,1,12
1353,2016 Summer,Football,M,270,1,16
1354,2016 Summer,Golf,F,60,1,34
1355,2016 Summer,Golf,M,60,1,34
1356,2016 Summer,Gymnastics,F,98,6,50
1357,2016 Summer,Gymnastics,M,98,8,44
1358,2016 Summer,Handball,F,176,1,12
1359,2016 Summer,Handball,M,177,1,12
1360,2016 Summer,Hockey,F,194,1,12
1361,2016 Summer,Hockey,M,196,1,12
1362,2016 Summer,Judo,F,152,7,65
1363,2016 Summer,Judo,M,237,7,112
1364,2016 Summer,Modern Pentathlon,F,36,1,26
1365,2016 Summer,Modern Pentathlon,M,36,1,25
1366,2016 Summer,Rhythmic Gymnastics,F,96,2,24
1367,2016 Summer,Rowing,F,215,6,50
1368,2016 Summer,Rowing,M,331,8,59
1369,2016 Summer,Rugby Sevens,F,148,1,12
1370,2016 Summer,Rugby Sevens,M,151,1,12
1371,2016 Summer,Sailing,F,163,5,51
1372,2016 Summer,Sailing,M,217,6,63
1373,2016 Summer,Shooting,F,151,6,61
1374,2016 Summer,Shooting,M,239,9,81
1375,2016 Summer,Swimming,F,438,17,162
1376,2016 Summer,Swimming,M,504,17,169
1377,2016 Summer,Synchronized Swimming,F,102,2,24
1378,2016 Summer,Table Tennis,F,86,2,43
1379,2016 Summer,Table Tennis,M,86,2,46
1380,2016 Summer,Taekwondo,F,64,4,45
1381,2016 Summer,Taekwondo,M,62,4,44
1382,2016 Summer,Tennis,F,91,3,38
1383,2016 Summer,Tennis,M,105,3,43
1384,2016 Summer,Trampolining,F,16,1,13
1385,2016 Summer,Trampolining,M,16,1,13
1386,2016 Summer,Triathlon,F,55,1,31
1387,2016 Summer,Triathlon,M,55,1,31
1388,2016 Summer,Volleyball,F,142,1,12
1389,2016 Summer,Volleyball,M,141,1,12
1390,2016 Summer,Water Polo,F,104,1,8
1391,2016 Summer,Water Polo,M,154,1,12
1392,2016 Summer,Weightlifting,F,103,7,62
1393,2016 Summer,Weightlifting,M,152,8,80
1394,2016 Summer,Wrestling,F,112,6,44
1395,2016 Summer,Wrestling,M,234,12,55
